RA DEC KEPID mmd_flux mmd_mag GaiaID KIC TIC Vmag Jmag Kmag kepmag Imag Rmag Bmag Gmag bp_rp pmra pmdec pmra_error pmdec_error radial_velocity rv_template_logg rv_template_fe_h Rad Mass Lum logg LClass astrometric_excess_noise Teff distance e_Dist a_g_val parallax parallax_error ProbCluster phot_variable_flag
290.1793518066406 37.66632080078125 2297322 0.006007783114910126 0.006521075032651424 2051098706376239872 0 1876763383 20.12 "" "" 18.363 17.67 17.93 20.71 19.8003159 1.225977 0.5606478007816872 -2.8370555712132406 0.679114900010563 0.9955207163715916 "" "" "" "" "" "" "" 0 0.0 "" 0.0008635748055733446 0 "" -0.5162974027223627 0.4886748954242595 0.0 0
290.1864013671875 37.684688568115234 2297366 0.002448044950142503 0.002659044461324811 2051099157343657344 0 122365283 17.41 15.89 15.36 17.303 16.16 16.85 18.1 17.209507 1.09996033 -0.29035913585030015 -2.4525865303170207 0.14464383243788656 0.1404904338082293 "" "" "" "" 0.92 "" "" 0 0.0 "" 0.0008307273415900412 0 "" 0.2137013455272401 0.09501202569632816 1.0 0
290.18988037109375 37.66413879394531 2297384 0.0004332199750933796 0.00047035873285494745 2051098710667044608 2297384 122365364 14.44 12.32 11.54 14.27 18.31 14.3 16.23 14.21859 1.528552 -0.4126820410095314 -2.222030010322408 0.03344329872227111 0.03499863662754268 "" "" "" "" 1.35 "" 2.41 0 0.0 4439.715 0.0006706649531978715 0 0.6345 0.19121896091540144 0.02202103142422927 1.0 0
290.1946716308594 37.66590881347656 2297413 0.003018787130713463 0.0032772424165159464 2051099088618921216 2297413 506447475 18.18 16.66 15.92 17.872 17.29 17.51 18.9 18.11998 1.0499115 -0.5591473495012018 -2.141809994024826 0.22033521501005746 0.23245756465714176 "" "" "" "" "" "" "" 0 0.0 "" 0.0010173780230758403 0 "" 0.2707561114663445 0.13830379286768013 0.0 0
290.19622802734375 37.691646575927734 2297424 0.006080347578972578 0.006606134586036205 2051099187404205440 2297424 1876763590 18.65 19.27 "" 18.381 17.63 18.1 19.62 18.4089661 1.1466198 -0.49475966890837025 -2.449797855786378 0.27361289388602006 0.27859556961425525 "" "" "" "" 0.83 "" "" 0 0.0 "" 0.0006142644849322581 0 "" 0.257840725168005 0.17976212790506538 0.0 0
290.1966552734375 37.683021545410156 2297427 0.0031764667946845293 0.0034481685142964125 2051099118684719488 2297427 122365297 17.61 16.13 15.48 17.519 16.53 17.1 18.3 17.4127979 1.07551956 -0.6562105286421969 -2.2747666233720167 0.14996725591090196 0.15500359533600155 "" "" "" "" 0.93 "" "" 0 0.0 "" 0.0008996250429375834 0 "" 0.3289017608796842 0.0956463801910596 1.0 0
290.1971740722656 37.69807052612305 2297430 0.002841987879946828 0.0030852542258799076 2051099191703417728 2297430 122365228 17.55 16.01 15.41 17.419 16.46 17.08 18.4 17.3349037 1.09669113 -0.48461938173060504 -2.1881271332474386 0.16466195461558264 0.15988029038878165 "" "" "" "" 0.99 "" "" 0 0.20856511594058338 "" 0.0007401357236942304 0 "" -0.013059489445781017 0.1091175892448863 0.9 0
290.20086669921875 37.69712448120117 2297450 0.00286084390245378 0.003105803159996867 2051099191703420416 2297450 122365234 17.64 16.12 15.8 17.522 16.8 17.23 18.3 17.4302082 1.10882378 -0.3404627232770072 -2.3113304976045175 0.1788410225977709 0.1716335387988735 "" "" "" "" 0.98 "" "" 0 0.2621272121254405 "" 0.0009715691599266253 0 "" -0.09526760999543278 0.11929154588750071 0.0 0
290.2009582519531 37.67357635498047 2297451 0.002577725565060973 0.002799323992803693 2051099088624649856 2297451 122365329 17.29 15.78 15.22 17.142 16.15 16.9 18.1 17.1429062 1.13370323 -0.447934956406213 -1.9169504237142896 0.12346588098176231 0.12929258908033708 "" "" "" "" "" "" "" 0 0.0 "" 0.0004016094337611725 0 "" 0.13433424429583757 0.07738296011288674 1.0 0
290.20465087890625 37.69949722290039 2297465 0.0022805966436862946 0.0024766952265053988 2051099294782640768 2297465 122365218 17.35 15.71 15.05 17.193 16.35 16.8 18.1 17.1359253 1.14364052 -0.6106687484778232 -2.079668633439819 0.13974708632090635 0.1382073271744768 "" "" "" "" 0.95 "" "" 0 0.0 "" 0.0007357758504639478 0 "" 0.18249764917245298 0.09112154772605226 1.0 0
290.2065734863281 37.68726348876953 2297483 0.003967530559748411 0.004308778326958418 2051099118684724480 2297483 122365272 17.88 16.3 15.61 17.82 16.93 17.55 18.7 17.7071857 1.06768227 -0.6409320329705375 -2.217173227372908 0.19928536089336973 0.18423311750471352 "" "" "" "" 0.99 "" "" 0 0.0 "" 0.000807761450927868 0 "" 0.05698522499780572 0.12652443090615104 0.7 0
290.2079162597656 37.69411849975586 2297488 0.0033254644367843866 0.0036102456506341696 2051099221763948416 2297488 1876763612 17.42 16.93 "" 17.18 17.57 17.0 17.34 17.4395885 -0.243139267 -0.3041650235010167 -2.0487519197755906 0.18407156493467175 0.1867117922814657 "" "" "" "" "" "" 5.45 0 0.42453355138456456 "" 0.0005249230753381785 0 "" 0.08360097013143322 0.1191388734255569 1.0 0
290.20867919921875 37.692230224609375 2297493 0.0030805571004748344 0.0033434380311518908 2051099221763948288 2297493 1876763611 18.73 16.72 15.89 17.929 17.72 17.7 18.6 18.5017433 1.08943939 -0.3614238377277984 -2.2617510495661 0.28538759568027466 0.29389470809053597 "" "" "" "" "" "" "" 0 0.0 "" 0.0007713716634050322 0 "" -0.06164287068162474 0.18210997925734848 0.0 0
290.20953369140625 37.668601989746094 2297497 0.0022772406227886677 0.0024724456015974283 2051098916825494528 2297497 122365346 17.32 15.29 14.77 16.881 15.64 16.52 18.33 17.0138168 1.368576 -0.4091714058342294 -2.1867440957577773 0.11378549340396725 0.11988704328232769 "" "" "" "" "" "" "" 0 0.0 4705.365 0.0006330318945099345 0 "" 0.13201320955297302 0.07146026484627258 1.0 0
290.21136474609375 37.683189392089844 2297508 0.004472935572266579 0.004857143387198448 2051099122984388864 2297508 122365294 18.23 16.67 17.1 18.098 17.36 17.85 18.8 18.04308 1.09069824 -0.5521139134446292 -2.3640725267230303 0.20716004568143973 0.22298370565045342 "" "" "" "" 0.97 "" "" 0 0.14880137457551515 "" 0.000869268592478384 0 "" 0.08788139270140294 0.13186437959759653 0.0 0
290.2115478515625 37.69691467285156 2297509 0.0026916582137346268 0.0029225312173366547 2051099226063167616 2297509 122365236 17.58 15.82 15.19 17.369 17.4 16.7 18.4 17.3073769 1.30437279 -0.3036570622420618 -2.1600404419859904 0.14540397837934876 0.1466854155630503 "" "" "" "" "" "" "" 0 0.0 "" 0.0007559746460750236 0 "" 0.07841932721439077 0.0989629207310893 1.0 0
290.2127990722656 37.69150161743164 2297517 0.0037856625858694315 0.00411244248971343 2051099221763947520 2297517 1876763609 18.34 19.03 "" 18.087 17.3 17.92 19.28 18.1332588 1.12728119 -0.7246533742799925 -2.2275178955936377 0.25392436626054377 0.24810576785104924 "" "" "" "" 0.88 "" "" 0 0.27665995496520723 "" 0.0009674629632338411 0 "" 0.21351642916360655 0.1605233327861444 0.0 0
290.2159729003906 37.692169189453125 2297533 0.0037656466010957956 0.004088590852916241 2051099221763945984 2297533 122365257 17.65 16.17 15.39 17.535 16.55 17.18 18.59 17.4386654 1.13660049 -0.34199133217175576 -2.5674518307453313 0.15196030201314514 0.15714149057353038 "" "" "" "" 0.94 "" "" 0 0.0 "" 0.0009507374983279826 0 "" 0.051210264034153026 0.09881491423222397 1.0 0
290.2178649902344 37.69891357421875 2297546 0.0017064459389075637 0.001852455548942089 2051099226063175424 2297546 122365222 17.55 16.03 15.44 17.5 16.16 16.7 17.7 17.38601 1.10507011 -0.1377471540958568 -2.672335322903917 0.14960690389493791 0.16148026392411002 "" "" "" "" 0.98 "" "" 0 0.0 "" 0.0009763935615589593 0 "" 0.14154348418051196 0.09969862991957912 1.0 0
290.2197265625 37.69870376586914 2297563 0.0018609625985845923 0.0020209841895848513 2051099221763956352 2297563 122365223 17.56 15.98 15.95 17.444 15.96 16.9 17.9 17.3515587 1.09421921 -0.12413959293132237 -1.998161309764682 0.15077385973134244 0.1614890305164478 "" "" "" "" 0.98 "" "" 0 0.0679398789887112 "" 0.0008690241279741874 0 "" 0.17597734455677996 0.10339721893599181 1.0 0
290.22344970703125 37.67707061767578 2297584 0.004297113046050072 0.0046655782498419285 2051099015605500672 2297584 1876763499 18.54 19.22 "" 18.244 17.57 18.1 19.49 18.317461 1.18746948 -0.06534851279572901 -2.2550203441455414 0.250461827501028 0.27452557934379285 "" "" "" "" 0.87 "" "" 0 0.0 "" 0.0007435579924124898 0 "" 0.15427356830264516 0.15522132990816082 0.0 0
290.226806640625 37.68418502807617 2297601 0.0021801861003041267 0.0023671414237469435 2051099015614067456 0 122365289 17.72 16.14 15.66 17.547 16.48 17.03 18.1 17.5277386 1.05936813 -0.5241322074245238 -2.4899985328615077 0.15230189781434386 0.17515820030091891 "" "" "" "" 0.92 "" "" 0 0.0 "" 0.000716613844865193 0 "" 0.2512495207991972 0.09822500394343571 1.0 0
290.2272033691406 37.6891975402832 2297603 0.0036006332375109196 0.003908882383257151 2051099019904745344 2297603 122365266 17.72 16.36 15.52 17.668 16.63 17.25 18.4 17.5300636 1.099062 -0.34425050114980027 -2.3009829303793605 0.18019131499002836 0.19659860191938855 "" "" "" "" 0.96 "" "" 0 0.24575976525555143 "" 0.0005485564504417242 0 "" 0.09824149920677931 0.1089745258613605 1.0 0
290.2280578613281 37.680702209472656 2297613 0.001494504977017641 0.0016222939593717456 2051099015605506560 2297613 122365302 17.3 15.69 15.22 17.191 16.05 16.9 18.1 17.1337128 1.12340927 -0.18411028800198947 -2.200635603764728 0.1210603875768875 0.13796420870066325 "" "" "" "" 0.95 "" "" 0 0.0 "" 0.0006658844144202914 0 "" 0.08478813764700324 0.07658030799555177 1.0 0
290.2303771972656 37.698272705078125 2297623 0.0032839251216500998 0.003563825972378254 2051099054264493440 2297623 122365227 17.54 15.7 15.2 17.377 17.52 17.1 18.0 17.2895947 1.170229 -0.4181413728093717 -2.3508436580614753 0.13550191634857953 0.1520427250371259 "" "" "" "" 0.93 "" "" 0 0.0 "" 0.000803900864397462 0 "" 0.12578423483704887 0.08913670176277143 1.0 0
290.2331848144531 37.69496154785156 2297637 0.0018001022981479764 0.001954573905095458 2051099054264913408 2297637 122365244 17.73 16.34 15.61 17.625 15.98 18.24 18.17 17.5332584 1.06468773 -0.29823340188261394 -2.126839094777017 0.16926134433035855 0.17692998202149723 "" "" "" "" 0.99 "" "" 0 0.15495858976335017 "" 0.0007789818620893179 0 "" 0.14051991288762442 0.10392787946506242 1.0 0
290.2336730957031 37.69351577758789 2297641 0.0015896083787083626 0.0017258349107578397 2051099054264913280 2297641 122365250 17.35 15.35 14.59 17.01 15.55 16.2 17.7 17.0751858 1.35886383 -0.4610650546476539 -2.5421303035025513 0.13216778936507265 0.14360123739014535 "" "" "" "" "" "" "" 0 0.0 "" 0.0008851185362592957 0 "" 0.20619923478292146 0.0887870866360238 1.0 0
290.2406311035156 37.69268798828125 2297671 0.005729477386921644 0.006221500225365162 2051099054264498048 2297671 122365255 18.31 16.78 17.06 17.856 17.34 17.93 18.6 18.1386223 1.140131 0.13782614612797756 -2.436827427269142 0.22734700897340446 0.2437643132818818 "" "" "" "" 0.93 "" "" 0 0.0 "" 0.0007795665533706815 0 "" 0.07739901988571606 0.1392418550741278 0.0 0
290.242431640625 37.697025299072266 2297682 0.015245722606778145 0.01656004600226879 2051099049965260160 2297682 1876763524 19.81 20.68 "" 19.453 18.57 19.07 20.93 19.4668484 1.25674438 -0.5552277319989906 -1.5408804816163317 0.6027533607545489 0.7673334312338514 "" "" "" "" 0.82 "" "" 0 1.3146393830535277 "" 0.0006547107113626772 0 "" -0.3333367801690173 0.43487618661218197 0.0 0
290.2474365234375 37.69681167602539 2297710 0.002043247688561678 0.0022185570560395718 2051098981245786624 2297710 122365238 17.93 16.64 15.34 17.841 17.52 17.3 18.33 17.7241344 1.08128929 -0.5936796752474284 -2.2135986541711863 0.18414899511583263 0.1993782158719484 "" "" "" "" 0.91 "" "" 0 0.0 "" 0.0005192435762427178 0 "" 0.24818875134347976 0.11499475893646705 1.0 0
290.25238037109375 37.698299407958984 2297732 0.002282590139657259 0.0024777199141681194 2051104856761056768 2297732 122365226 18.18 16.59 15.81 17.858 17.64 17.75 19.0 18.0112972 1.10036278 -0.27675142077065557 -2.6149677017230974 0.206113901210618 0.2291693124849337 "" "" "" "" 0.96 "" "" 0 0.0 "" 0.0008431753598941283 0 "" 0.09320220007041374 0.11733020542467255 0.0 0
290.2566223144531 37.694271087646484 2297764 0.0030794383492320776 0.0033430110197514296 2051104861060297984 2297764 122365249 17.49 16.05 15.28 17.415 16.96 17.3 18.3 17.300663 1.0465107 -0.1339664203818008 -2.4633654228084954 0.13189624883083179 0.15905721150825242 "" "" "" "" 1.0 "" "" 0 0.0 "" 0.000738986559425035 0 "" 0.1899516114905493 0.082055274992646 1.0 0
290.0692138671875 37.789634704589844 2435917 0.0022959145717322826 0.0024932543747127056 2051290919041462784 2435917 122223150 17.76 16.16 16.07 17.633 17.33 17.25 18.2 17.56132 1.10088921 -0.4304798862340939 -2.430808057191448 0.1693902146295956 0.18848980963889075 "" "" "" "" 0.93 "" "" 0 0.3519588058450125 "" 0.0005300818427563671 0 "" 0.24649461947827267 0.10815089453904418 1.0 0
290.07305908203125 37.78099060058594 2435938 0.0023741309996694326 0.0025781558360904455 2051290846030630912 0 1876769345 19.9 "" "" 19.046 18.75 25.0 21.01 19.5567036 1.23560333 -0.08580683198244676 -2.485626794687386 0.5424674514618739 0.6247520309618994 "" "" "" "" 0.84 "" "" 0 0.0 "" 0.0008190388664511964 0 "" -0.08251934923947109 0.3600461130546831 0.0 0
290.075439453125 37.79317092895508 2435950 0.003929088823497295 0.004266567528247833 2051291223977899776 2435950 122223158 17.99 16.24 15.71 17.768 16.78 17.4 18.2 17.7902012 1.08341217 -0.6346393288609803 -2.473810841509374 0.17479508886798242 0.18750784033298437 "" "" "" "" 0.94 "" "" 0 0.0 "" 0.0005760122434856449 0 "" 0.18984850451390864 0.1087214659512404 0.9 0
290.08221435546875 37.78194046020508 2435987 0.00047789496602490544 0.0005188545910641551 2051291228279110912 2435987 122223127 14.98 12.51 11.7 14.568 13.54 13.84 16.43 14.5429335 1.6088829 -0.48919623378868105 -2.289900558352564 0.03682160400469998 0.037147137183420394 "" "" "" "" 1.32 "" 2.26 0 0.0 4323.40674 0.000656229957502526 0 0.8935 0.17898387000262184 0.022868888851203483 1.0 0
290.0914001464844 37.78740692138672 2436045 0.014462403021752834 0.015706703066825867 2051288269040387072 2436045 1876769105 20.42 21.55 "" 19.418 18.99 18.83 21.69 19.9861069 1.39010811 -0.6106749006062888 -3.650248538161838 0.7289356182593254 0.8498160816454886 "" "" "" "" "" "" "" 0 0.7638036599822862 "" 0.0010345492753367702 0 "" -0.7602041978059652 0.48063855964918895 0.0 0
290.09307861328125 37.77402877807617 2436057 0.006387177389115095 0.006937216967344284 2051288269040346624 2436057 122223100 18.52 16.68 16.28 18.742 17.46 18.29 19.52 18.2797832 1.16939926 -0.06677430516073263 -2.271046081562625 0.2346051965317386 0.24960948537213823 "" "" "" "" 0.9 "" "" 0 0.0 "" 0.0006846875136263154 0 "" 0.09845321166830494 0.15110817777730165 0.0 0
290.0987548828125 37.745479583740234 2436078 0.006317661609500647 0.006863314658403397 2051287616205239040 2436078 1876768743 19.35 20.59 "" 18.908 18.3 18.6 20.26 19.0734463 1.23382568 0.19224884085306193 -1.5504545611011085 0.44630542635716824 0.4558392434401542 "" "" "" "" 0.82 "" "" 0 0.0 "" 0.0008560007411893137 0 "" -0.37793667610419107 0.2786667836155869 0.0 0
290.09967041015625 37.77855682373047 2436080 0.002881951630115509 0.0031295474618673325 2051288273341621760 2436080 122223113 17.8 16.17 15.14 17.615 16.67 16.6 18.3 17.6469345 1.11118889 -0.30228762744474624 -2.331451514471267 0.16283990029977305 0.17299844554763713 "" "" "" "" 0.99 "" "" 0 0.0 "" 0.0007476970559028572 0 "" 0.1690609174594209 0.10698008949764949 1.0 0
290.1001892089844 37.793067932128906 2436083 0.0033082931768149137 0.003592234803363681 2051288303410087808 2436083 506444286 18.3 16.58 16.01 18.037 17.09 17.1 18.16 18.49964 1.07502365 -0.5335597128624182 -2.5083377733412897 0.26488542652106184 0.29253955703336537 "" "" "" "" "" "" "" 0 0.0 "" 0.0006659812574786499 0 "" 0.20884997033926828 0.16804875815973214 0.0 0
290.1012878417969 37.79485321044922 2436094 0.0036710549611598253 0.003986794967204332 2051288303400142848 2436094 122223162 18.08 16.41 15.36 17.896 17.09 17.74 18.3 17.8496265 1.17921448 -0.4818499932609603 -2.3919547734916815 0.18736740067046842 0.19446314984230378 "" "" "" "" 0.91 "" "" 0 0.25197732573740966 "" 0.0007333792732293677 0 "" 0.18799778223986446 0.11472618576222467 1.0 0
290.1016540527344 37.784610748291016 2436096 0.004691543988883495 0.005096030421555042 2051288303400120192 2436096 122223137 18.03 16.42 16.05 17.412 17.11 17.62 18.3 17.8607464 1.08549118 -0.4298838661662017 -2.0364054587003992 0.19738480643907957 0.20462469673968206 "" "" "" "" 0.9 "" "" 0 0.0 "" 0.000721443512772829 0 "" 0.2858858797289057 0.12723060050162938 0.9 0
290.1019592285156 37.77054977416992 2436097 0.0004931073053739965 0.0005353702581487596 2051288204622141568 2436097 122223091 15.11 12.65 11.84 14.681 13.38 14.09 16.52 14.6492186 1.60483932 -0.24093190925424285 -2.2518784076217555 0.03466714174852368 0.036628517894071635 "" "" "" "" 1.36 "" 2.51 0 0.0 4249.6875 0.0006270323591230408 0 0.7765 0.15639322760898203 0.022747506857222873 1.0 0
290.1029357910156 37.760498046875 2436098 0.002110046800225973 0.0022905359510332346 2051288204622134784 2436098 122223062 17.27 15.79 15.2 17.224 16.29 16.6 18.1 17.1863823 1.19628334 -0.700906729590079 -2.3761719269093895 0.12546393536668243 0.13377834261175944 "" "" "" "" "" "" "" 0 0.0 "" 0.00075547300982847 0 "" 0.2313592562618855 0.08111494475933437 1.0 0
290.10321044921875 37.75133514404297 2436102 0.0031717002857476473 0.003443074179813266 2051287620506577280 2436102 122223034 17.94 16.4 15.98 17.811 16.96 17.1 18.3 17.7456322 1.067894 -0.3710136259169884 -1.886794633082903 0.1998498938320523 0.19103251268594906 "" "" "" "" 0.98 "" "" 0 0.2824959462713071 "" 0.0008237384918486578 0 "" 0.06758693421463027 0.1230022086964285 0.9 0
290.1037902832031 37.75845718383789 2436106 0.0018560622120276093 0.0020153543446213007 2051288200320838784 2436106 122223053 17.53 15.97 15.41 17.379 16.9 17.02 18.0 17.3141651 1.09163094 -0.2993095371556235 -2.4130503626377116 0.13133249072330674 0.1454051319517369 "" "" "" "" 0.96 "" "" 0 0.1863489962229169 "" 0.0007593288289812776 0 "" 0.12553612594419483 0.08623495749002234 1.0 0
290.1043701171875 37.79437255859375 2436110 0.008841130882501602 0.00959410797804594 2051288303398825856 2436110 1876769115 19.88 20.99 "" 18.93 18.61 18.66 21.08 19.5315075 1.41640091 -1.0285447203288771 -3.0538455201233266 0.5188130150414286 0.6160959982069383 "" "" "" "" 0.77 "" "" 0 0.0 "" 0.0011161325807810005 0 "" -0.23281079422896997 0.3383040561180967 0.0 0
290.10845947265625 37.761932373046875 2436131 0.0026855163741856813 0.002915589604526758 2051288204622140416 2436131 122223065 17.49 15.92 15.08 17.33 16.91 17.01 18.2 17.2727432 1.1007843 -0.39277610583611716 -2.34349428723086 0.12452491146201913 0.13724979698398043 "" "" "" "" 0.94 "" "" 0 0.0 "" 0.0007007156430882569 0 "" 0.20049827727651998 0.08265493679388801 1.0 0
290.1113586425781 37.75062942504883 2436148 0.0010784966871142387 0.0011710466351360083 2051287998463703552 2436148 122223031 16.95 14.98 14.34 16.667 15.78 15.46 17.6 16.65396 1.38003159 -0.46159585195857766 -2.3577235307479385 0.10011968957043448 0.0954075892791877 "" "" "" "" 0.75 "" 4.53 0 0.0 4841.625 0.0007975453308017953 0 "" 0.24316251616277162 0.06286486940315898 1.0 0
290.1123046875 37.758426666259766 2436156 0.0025285729207098484 0.0027458141557872295 2051287994162403072 2436156 122223052 17.42 15.81 15.01 17.276 16.33 17.2 18.1 17.20816 1.1178112 -0.5079938220466282 -2.2559835142969584 0.1199698757186662 0.13281611503100513 "" "" "" "" 0.88 "" "" 0 0.0 "" 0.0007371825840952171 0 "" 0.24602703421749011 0.07830317440450171 1.0 0
290.1123352050781 37.77852249145508 2436157 0.006085537374019623 0.006603967398405075 2051288234680620416 2436157 1876769089 19.68 20.68 "" 18.919 18.54 18.63 20.81 19.3572769 1.33516121 0.5549811858729713 -2.033442677031301 0.45315085393657434 0.5226099010525039 "" "" "" "" 0.79 "" "" 0 0.0 "" 0.0008234706221069083 0 "" -0.18157541875116462 0.29534126988240555 0.0 0
290.1129150390625 37.726749420166016 2436160 0.001956616062670946 0.002124470192939043 2051287551786853504 2436160 122222969 17.36 15.42 14.61 16.02 15.43 16.05 18.1 17.07001 1.33189392 -0.49264974132459977 -2.5464306922111435 0.1287498740665854 0.1296346482583846 "" "" "" "" 0.83 "" 4.6 0 0.0 "" 0.0008555987051594279 0 "" 0.3196429690716053 0.0832976421492124 1.0 0
290.114501953125 37.7584114074707 2436171 0.002492576139047742 0.0027073915116488934 2051287994162403328 2436171 122223054 18.3 16.7 15.4 18.139 17.24 17.93 19.0 18.0866318 1.104557 -0.15794768832318223 -2.4783694452227363 0.2109007475438115 0.2137707497564291 "" "" "" "" 0.95 "" "" 0 0.0 "" 0.0007024494757111448 0 "" -0.18856879443243438 0.12763629593739362 0.0 0
290.1148681640625 37.75650405883789 2436175 0.0031505944207310677 0.0034218726214021444 2051287994162403200 2436175 122223047 18.28 16.55 15.79 18.13 17.8 17.94 18.6 18.0927658 1.08584213 -0.6928152713572796 -2.2351299194578704 0.21001465500585442 0.21954621452046083 "" "" "" "" 0.96 "" "" 0 0.0 "" 0.0006801521651571352 0 "" 0.13368685080265866 0.1266088187620142 0.0 0
